NAME,SUBSCRIPTION,RESOURCE GROUP,LOCATION,STATUS,OPERATING SYSTEM,SIZE,PUBLIC IP ADDRESS,DISKS,UPDATE STATUS
"VWPWVDSHbp1","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshbp1""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHbp2","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshbp2""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHbp3","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshbp3""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHbp4","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshbp4""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHbp5","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshbp5""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHbp6","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshbp6""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHbp7","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshbp7""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHfo1","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshfo1""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHfo2","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshfo2""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHfo3","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshfo3""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHfo4","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshfo4""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSHfo5","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdshfo5""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWTWVDSH9","DsiDev01","rgtwvd","West Europe","Stopped (deallocated)","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/8d6d19d2-d4f8-4542-9421-d59f4257ccc5/resourcegroups/rgtwvd/providers/microsoft.compute/virtualmachines/vwtwvdsh9""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
